EffectRef,StudyRef,Latin,SpeciesRef,MeasureType_Category,SampleSize,R_value,Fishers_Z_r,Variance,No_of_years,Populationtype,GroupSize,StudyPopulation,Rank_Cont_Cat,RankDetermined,StudyRef,Latin,Reference
290,95,Papio_cynocephalus,14,infant_production,120,0.2646,0.271,0.0085,28,Wild,15,Amboseli_Kenya,Continuous,Agonism,95,Papio_cynocephalus,https://books.google.de/books?hl=de&lr=&id=LjqcAgAAQBAJ&oi=fnd&pg=PT158&dq=altmann+alberts+intraspecific+in+fertility+and+offspring+survival&ots=-NuCss1bjt&sig=kynz0eBVSY5UoZgn4U2iVMeYF54#v=onepage&q=altmann%20alberts%20intraspecific%20in%20fertility%20and%20offspring%20survival&f=false
291,95,Papio_cynocephalus,14,age_at_first_conception,120,0.2828,0.2907,0.0085,28,Wild,15,Amboseli_Kenya,Continuous,Agonism,95,Papio_cynocephalus,https://books.google.de/books?hl=de&lr=&id=LjqcAgAAQBAJ&oi=fnd&pg=PT158&dq=altmann+alberts+intraspecific+in+fertility+and+offspring+survival&ots=-NuCss1bjt&sig=kynz0eBVSY5UoZgn4U2iVMeYF54#v=onepage&q=altmann%20alberts%20intraspecific%20in%20fertility%20and%20offspring%20survival&f=false
292,96,Papio_ursinus,16,interbirth_interval,32,0.0528,0.0529,0.0303,13,Wild,16,Tsaobis_Namibia,Continuous,Agonism,96,Papio_ursinus,Baniel_Tsaobis_BookChapter_2020
293,97,Vulpes_vulpes,59,infant_production,48,0.7226,0.913,0.0312,3,Wild,2,Bristol_UK,Categorical,Agonism,97,Vulpes_vulpes,https://reader.elsevier.com/reader/sd/pii/S0003347298909502?token=9386352EFCBB1649E3F1C87A0E67C3EA6ABCA2BFCD6463182E67698E30E07C99C6E5DF799ED28C404C290138539ADF2D
294,98,Semnopithecus_entellus,7,infant_production,11,0.007,0.007,0.125,1,Captive,11,Berkeley_USA,Continuous,Agonism,98,Semnopithecus_entellus,https://onlinelibrary.wiley.com/doi/epdf/10.1002/1098-2337%281979%295%3A1%3C19%3A%3AAID-AB2480050104%3E3.0.CO%3B2-7
295,99,Sapajus_apella,60,infant_production,8,0.3066,0.3168,0.2,9,Provisioned,5.5,Iguazu_Argentina,Continuous,Agonism,99,Sapajus_apella,https://link.springer.com/content/pdf/10.1023/A:1005611228927.pdf
296,100,Miopithecus_talapoin,61,infant_production,10,0.8288,1.1842,0.1429,6,Captive,6,MadingleyCambridge_UK,Categorical,Agonism,100,Miopithecus_talapoin,https://sci-hub.tw/10.1111/j.1469-7998.1987.tb03720.x
297,101,Mungos_mungo,62,infant_production,168,0.1302,0.131,0.006,10,Wild,11,QNP_Uganda,Categorical,Other,101,Mungos_mungo,https://academic.oup.com/beheco/article/23/3/635/224391
298,101,Mungos_mungo,62,infant_survival,258,0.0061,0.0061,0.0039,10,Wild,11,QNP_Uganda,Categorical,Other,101,Mungos_mungo,https://academic.oup.com/beheco/article/23/3/635/224391
299,101,Mungos_mungo,62,infant_production,83,0.1322,0.133,0.0122,10,Wild,11,QNP_Uganda,Categorical,Other,101,Mungos_mungo,https://academic.oup.com/beheco/article/23/3/635/224391
300,102,Mungos_mungo,62,infant_production,110,0.2007,0.2034,0.0093,6,Wild,11,QNP_Uganda,Categorical,Other,102,Mungos_mungo,https://www.sciencedirect.com/science/article/pii/S0003347210002630
301,103,Mungos_mungo,62,infant_production,120,0.0842,0.0844,0.0084,2,Wild,11,QNP_Uganda,Categorical,Agonism,103,Mungos_mungo,https://reader.elsevier.com/reader/sd/pii/S0003347200915598?token=D077735E333AC3A7F626508016D0B676427F371AF63E297CF26388978420747CCD1507ADDF021862DD308CEED1D5A790
302,104,Canis_simensis,63,infant_production,19,0.729,0.9266,0.0762,2,Wild,2.3,BaleMountains_Ethopia,Categorical,Agonism,104,Canis_simensis,https://academic.oup.com/beheco/article/18/3/579/222040
303,105,Procavia_capensis,64,infant_production,27,0.231,0.2352,0.0417,2,Wild,15,EinGedi_Israel,Continuous,Agonism,105,Procavia_capensis,https://faculty.biu.ac.il/~korenle1/Publications_files/YANBE18086.AB.pdf
304,106,Bos_bison,65,lifetime_reproductive_success,30,0.104,0.1044,0.037,2,Captive,42,Ardennes_Belgium,Continuous,Agonism,106,Bos_bison,https://www.sciencedirect.com/science/article/pii/S0003347205001909
305,106,Bos_bison,65,infant_production,16,0.415,0.4416,0.0769,2,Captive,42,Ardennes_Belgium,Continuous,Agonism,106,Bos_bison,https://www.sciencedirect.com/science/article/pii/S0003347205001909
306,107,Capra_pyrenaica,66,infant_production,9,0.6148,0.7612,0.1667,1,Captive,9,SierraNevada_Spain,Continuous,Agonism,107,Capra_pyrenaica,https://www.researchgate.net/profile/Antonio_Pastor2/publication/51378158_Social_dominance_and_breeding_activity_in_Spanish_ibex_Capra_pyrenaica_maintained_in_captivity/links/00b7d51df92c49696e000000.pdf
307,108,Sus_scrofa,67,infant_production,64,0.0583,0.0584,0.0164,1,Captive,12.8,Illinois_USA,Categorical,Agonism,108,Sus_scrofa,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1439-0310.1996.tb01174.x
308,109,Papio_cynocephalus,14,infant_production,20,0.4677,0.5071,0.0588,10,Wild,14,Amboseli_Kenya,Continuous,Agonism,109,Papio_cynocephalus,https://books.google.de/books?id=ovzZjx84sccC&printsec=frontcover&dq=reproductive+success+clutton-brock&hl=de&sa=X&ved=0ahUKEwjWq4vpg7zjAhUQaFAKHSSaBQkQ6AEIMzAA#v=onepage&q=reproductive%20success%20clutton-brock&f=false
309,110,Macaca_sylvanus,11,infant_production,488,0.1081,0.1085,0.0021,5,Captive,32.5,Gibraltar_UK,Continuous,Agonism,110,Macaca_sylvanus,https://books.google.de/books?id=3IIVdCsfD1gC&printsec=frontcover&dq=evolution+and+ecology+of+macaque+societies&hl=de&sa=X&ved=0ahUKEwiBtfOH_LvjAhVBwcQBHbzmCc4Q6AEIMzAA#v=onepage&q=evolution%20and%20ecology%20of%20macaque%20societies&f=false
310,110,Macaca_sylvanus,11,infant_production,488,0.0783,0.0784,0.0021,5,Captive,32.5,Gibraltar_UK,Continuous,Agonism,110,Macaca_sylvanus,https://books.google.de/books?id=3IIVdCsfD1gC&printsec=frontcover&dq=evolution+and+ecology+of+macaque+societies&hl=de&sa=X&ved=0ahUKEwiBtfOH_LvjAhVBwcQBHbzmCc4Q6AEIMzAA#v=onepage&q=evolution%20and%20ecology%20of%20macaque%20societies&f=false
311,110,Macaca_sylvanus,11,infant_survival,488,-0.2365,-0.2411,0.1667,5,Captive,32.5,Gibraltar_UK,Continuous,Agonism,110,Macaca_sylvanus,https://books.google.de/books?id=3IIVdCsfD1gC&printsec=frontcover&dq=evolution+and+ecology+of+macaque+societies&hl=de&sa=X&ved=0ahUKEwiBtfOH_LvjAhVBwcQBHbzmCc4Q6AEIMzAA#v=onepage&q=evolution%20and%20ecology%20of%20macaque%20societies&f=false
312,96,Papio_ursinus,16,infant_production,46,0.0192,0.0192,0.0213,13,Wild,16,Tsaobis_Namibia,Continuous,Agonism,96,Papio_ursinus,Baniel_Tsaobis_BookChapter_2020
313,96,Papio_ursinus,16,infant_survival,48,0.0662,0.0662,0.0205,13,Wild,16,Tsaobis_Namibia,Continuous,Agonism,96,Papio_ursinus,Baniel_Tsaobis_BookChapter_2020
314,111,Papio_ursinus,16,infant_production,122,0.0624,0.0625,0.0084,10,Wild,15,Drakensberg_SouthAfrica,Continuous,Agonism,111,Papio_ursinus,http://aura.abdn.ac.uk/bitstream/handle/2164/10120/McFarland_et_al_Forthcoming.pdf?sequence=1&isAllowed=y
315,111,Papio_ursinus,16,infant_survival,122,-0.0127,-0.0127,0.0084,10,Wild,15,Drakensberg_SouthAfrica,Continuous,Agonism,111,Papio_ursinus,http://aura.abdn.ac.uk/bitstream/handle/2164/10120/McFarland_et_al_Forthcoming.pdf?sequence=1&isAllowed=y
316,112,Papio_cynocephalus,14,infant_production,490,0.1798,0.1818,0.0021,36,Wild,16,Amboseli_Kenya,Continuous,Agonism,112,Papio_cynocephalus,https://europepmc.org/articles/pmc5910269
317,113,Lama_guanicoe,69,infant_production,6,0.522,0.5791,0.3333,1,Captive,6,Kampenaike_Chile,Continuous,Agonism,113,Lama_guanicoe,https://reader.elsevier.com/reader/sd/pii/S0376635713001010?token=B45FC09630398075B00E214904DAEF30596BE2FF68F31716B30468978C0BAD03C118C538C3FDA50A85489CF637CB46DE
318,114,Bos_taurus,70,infant_production,18,0.2945,0.3035,0.055,3,Captive,71,Commercial_Germany,Continuous,Agonism,114,Bos_taurus,https://reader.elsevier.com/reader/sd/pii/S0022030212006121?token=2BBF7E8DDFF9C666B9C0674A4869ECEE6732B7862E0271495659E15D000CB63109D854D4EE3A995A721CFF871198713C
319,115,Capra_hircus,71,infant_production,46,-0.1175,-0.118,0.0214,2,Captive,46,LosPajares_Spain,Continuous,Agonism,115,Capra_hircus,https://www.sciencedirect.com/science/article/pii/S0168159100001131
320,116,Sus_scrofa,67,infant_production,27,-0.356,-0.3723,0.0417,4,Captive,37,Edinburgh_UK,Categorical,Agonism,116,Sus_scrofa,https://reader.elsevier.com/reader/sd/pii/0003347295800514?token=7952F8F299C2B60C13FEA2EDF98F4A279086E54D0C0BD2BD9DA29037A5943655C62AE7B362DBD522A02BE78EB66863CA
321,117,Bos_bison,65,infant_production,30,-0.037,-0.037,0.037,2,Wild,27,WindCave_USA,Continuous,Agonism,117,Bos_bison,https://link.springer.com/content/pdf/10.1007%2FBF00165963.pdf
322,117,Bos_bison,65,infant_production,44,0.11,0.1125,0.0244,2,Wild,27,WindCave_USA,Continuous,Agonism,117,Bos_bison,https://link.springer.com/content/pdf/10.1007%2FBF00165963.pdf
323,118,Antilocapra_americana,52,survival,18,0.026,0.026,0.0667,16,Wild,50,NBR_USA,Continuous,Agonism,118,Antilocapra_americana,https://books.google.de/books?hl=en&lr=&id=H170TWNKyuYC&oi=fnd&pg=PP13&ots=SsdiCFtgK7&sig=4dmZnft1ibYaD8QNjYVLS_e55N8&redir_esc=y#v=onepage&q=dominance&f=false
324,118,Antilocapra_americana,52,interbirth_interval,50,0.0628,0.0629,0.0213,16,Wild,50,NBR_USA,Continuous,Agonism,118,Antilocapra_americana,https://books.google.de/books?hl=en&lr=&id=H170TWNKyuYC&oi=fnd&pg=PP13&ots=SsdiCFtgK7&sig=4dmZnft1ibYaD8QNjYVLS_e55N8&redir_esc=y#v=onepage&q=dominance&f=false
325,118,Antilocapra_americana,52,infant_production,50,0.1587,0.16,0.0213,16,Wild,50,NBR_USA,Continuous,Agonism,118,Antilocapra_americana,https://books.google.de/books?hl=en&lr=&id=H170TWNKyuYC&oi=fnd&pg=PP13&ots=SsdiCFtgK7&sig=4dmZnft1ibYaD8QNjYVLS_e55N8&redir_esc=y#v=onepage&q=dominance&f=false
326,118,Antilocapra_americana,52,lifetime_reproductive_success,38,-0.1982,-0.2008,0.0286,16,Wild,50,NBR_USA,Continuous,Agonism,118,Antilocapra_americana,https://books.google.de/books?hl=en&lr=&id=H170TWNKyuYC&oi=fnd&pg=PP13&ots=SsdiCFtgK7&sig=4dmZnft1ibYaD8QNjYVLS_e55N8&redir_esc=y#v=onepage&q=dominance&f=false
327,119,Suricata_suricatta,46,infant_production,99,0.6082,0.7061,0.0129,13,Wild,3,KMP_SouthAfrica,Categorical,Agonism,119,Suricata_suricatta,https://repository.up.ac.za/bitstream/handle/2263/31733/MacLeod_No(2013).pdf?sequence=1
328,119,Suricata_suricatta,46,infant_production,278,0.2399,0.2447,0.0037,13,Wild,3,KMP_SouthAfrica,Categorical,Agonism,119,Suricata_suricatta,https://repository.up.ac.za/bitstream/handle/2263/31733/MacLeod_No(2013).pdf?sequence=1
329,120,Mesocricetus_auratus,18,infant_production,53,0.2592,0.2653,0.0192,1,Captive,2,Princeton_USA,Categorical,Agonism,120,Mesocricetus_auratus,https://rep.bioscientifica.com/view/journals/rep/87/2/jrf_87_2_038.xml
330,120,Mesocricetus_auratus,18,infant_production,53,0.2617,0.2697,0.0192,1,Captive,2,Princeton_USA,Categorical,Agonism,120,Mesocricetus_auratus,https://rep.bioscientifica.com/view/journals/rep/87/2/jrf_87_2_038.xml
331,121,Gorilla_beringei,22,survival,9,0.8417,1.227,0.1667,40,Wild,9,Virunga_Ruanda,Continuous,Agonism,121,Gorilla_beringei,https://www.eva.mpg.de/fileadmin/content_files/primatology/gorilla/pdf/2011/RobbinsA-etal-2011_Female-LRS_Karisoke.pdf
332,121,Gorilla_beringei,22,lifetime_reproductive_success,9,0.8701,1.3335,0.1667,40,Wild,9,Virunga_Ruanda,Continuous,Agonism,121,Gorilla_beringei,https://www.eva.mpg.de/fileadmin/content_files/primatology/gorilla/pdf/2011/RobbinsA-etal-2011_Female-LRS_Karisoke.pdf
333,121,Gorilla_beringei,22,lifetime_reproductive_success,9,0.8606,1.2957,0.1667,40,Wild,9,Virunga_Ruanda,Continuous,Agonism,121,Gorilla_beringei,https://www.eva.mpg.de/fileadmin/content_files/primatology/gorilla/pdf/2011/RobbinsA-etal-2011_Female-LRS_Karisoke.pdf
334,72,Papio_anubis,15,infant_production,24,-0.0412,-0.0412,0.006,4,Wild,45,CNRS_France,Categorical,Agonism,72,Papio_anubis,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ajp.1350190405
335,72,Papio_anubis,15,age_at_first_conception,24,0.0942,0.0945,0.0402,4,Wild,45,CNRS_France,Categorical,Agonism,72,Papio_anubis,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ajp.1350190405
336,72,Papio_anubis,15,survival,24,0.0393,0.0394,0.0278,4,Wild,45,CNRS_France,Categorical,Agonism,72,Papio_anubis,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ajp.1350190405
337,122,Macaca_mulatta,20,infant_production,214,0.0379,0.0379,0.0016,9,Captive,30,CaliforniaPrimate_USA,Categorical,Agonism,122,Macaca_mulatta,https://onlinelibrary.wiley.com/doi/abs/10.1002/ajp.1350110406
338,123,Cercopithecus_mitis,26,infant_production,92,-0.055,-0.0551,0.0112,14,Wild,14,Kakamega_Kenya,Continuous,Agonism,123,Cercopithecus_mitis,https://link.springer.com/article/10.1007/s00265-013-1607-5
339,124,Suricata_suricatta,46,infant_production,51,0.671,0.8126,0.0269,4,Wild,2,Gemsbok_SouthAfrica,Categorical,Other,124,Suricata_suricatta,https://brill.com/view/journals/beh/134/11-12/article-p827_2.xml
340,125,Microtus_arvalis,72,infant_production,8,0.8018,1.1036,0.1919,1,Captive,2,Bruxelles_Belgium,Categorical,Agonism,125,Microtus_arvalis,https://link.springer.com/content/pdf/10.1007%2Fs10164-008-0118-8.pdf
341,126,Microtus_ochrogaster,73,infant_production,26,0.227,0.231,0.0398,1,Captive,2,Memphis_USA,Categorical,Other,126,Microtus_ochrogaster,https://www.sciencedirect.com/science/article/pii/S0376635701001760
342,126,Microtus_pinetorum,74,infant_production,28,0.3477,0.3629,0.0389,1,Captive,2,Memphis_USA,Categorical,Other,126,Microtus_pinetorum,https://www.sciencedirect.com/science/article/pii/S0376635701001760
343,127,Macaca_mulatta,20,infant_production,161,0.1382,0.1391,0.0063,15,Captive,161,LaParguera_PuertoRico,Categorical,Agonism,127,Macaca_mulatta,https://www.jstor.org/stable/pdf/2461489.pdf?refreqid=excelsior%3Aecd46dee4ce9153a8cf591a799f26adf
344,128,Macaca_sylvanus,11,infant_production,10,-0.7107,-0.8885,0.1312,5,Captive,68,Salem_Germany,Categorical,Agonism,128,Macaca_sylvanus,https://sci-hub.se/10.1159/000156140
345,128,Macaca_sylvanus,11,infant_survival,116,0.1931,0.1956,0.1025,5,Captive,68,Salem_Germany,Categorical,Agonism,128,Macaca_sylvanus,https://sci-hub.se/10.1159/000156140
346,128,Macaca_sylvanus,11,age_at_first_conception,24,0.4763,0.5182,0.0583,5,Captive,68,Salem_Germany,Categorical,Agonism,128,Macaca_sylvanus,https://sci-hub.se/10.1159/000156140
347,129,Equus_quagga,75,infant_production,48,0.0891,0.0893,0.0105,8,Captive,3,BurgersZoo_Netherlands,Categorical,Agonism,129,Equus_quagga,https://www.sciencedirect.com/science/article/pii/016815918790253X
348,129,Equus_quagga,75,infant_survival,42,0.3203,0.332,0.0256,8,Captive,3,BurgersZoo_Netherlands,Categorical,Agonism,129,Equus_quagga,https://www.sciencedirect.com/science/article/pii/016815918790253X
349,130,Macaca_mulatta,20,infant_production,55,-0.0674,-0.0675,0.0192,10,Captive,55,CayoSantiago_PuertoRico,Categorical,Agonism,130,Macaca_mulatta,https://www.jstor.org/stable/pdf/2461972.pdf?refreqid=excelsior%3Ad5f199d0a45c7f5a3c1f5c98d914335c
350,131,Macaca_arctoides,25,infant_production,8,-0.3573,-0.3738,0.2,20,Captive,8,California_USA,Continuous,Agonism,131,Macaca_arctoides,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ajp.1350320207
351,132,Papio_cynocephalus,14,infant_production,61,0.0752,0.0753,0.0033,10,Wild,25,Mikumi_Tanzania,Categorical,Agonism,132,Papio_cynocephalus,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ajp.1350270404
352,133,Canis_latrans,76,infant_production,23,0.8083,1.1222,0.1326,3,Wild,2,Yellowstone_USA,Categorical,Agonism,133,Canis_latrans,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1489&context=icwdm_usdanwrc
353,133,Canis_latrans,76,infant_survival,8,0.3782,0.398,0.1193,3,Wild,2,Yellowstone_USA,Categorical,Agonism,133,Canis_latrans,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1489&context=icwdm_usdanwrc
354,135,Macaca_mulatta,20,survival,256,0.445,0.4784,0.0042,21,Captive,23,CayoSantiago_PuertoRico,Categorical,Agonism,135,Macaca_mulatta,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2017.0515
355,136,Suricata_suricatta,46,survival,217,0.1723,0.174,0.0047,22,Wild,4,KMP_SouthAfrica,Categorical,Agonism,136,Suricata_suricatta,https://www.sciencedirect.com/science/article/pii/S0960982218309205
356,137,Fukomys_mechowii,77,survival,40,0.6924,0.7403,0.0321,20,Captive,2,Essen_Germany,Categorical,Other,137,Fukomys_mechowii,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0018757
357,138,Papio_ursinus,16,survival,44,0.3181,0.3295,0.0244,15,Wild,27,Moremi_Botswana,Continuous,Agonism,138,Papio_hamadryas_ursinus,https://www.sciencedirect.com/science/article/pii/S0960982210007219
358,139,Papio_cynocephalus,14,survival,204,0.0126,0.0126,0.005,16,Wild,25,Amboseli_Kenya,Continuous,Agonism,139,Papio_cynocephalus,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2014.1261
359,140,Crocuta_crocuta,8,infant_survival,164,0.3037,0.3136,0.0065,19,Wild,27,MasaiMara_Kenya,Continuous,Agonism,140,Crocuta_crocuta,https://royalsocietypublishing.org/doi/10.1098/rspb.2009.0268
360,141,Crocuta_crocuta,8,lifetime_reproductive_success,96,0.48,0.523,0.0103,30,Wild,19,MasaiMara_Kenya,Continuous,Agonism,141,Crocuta_crocuta,https://www.pnas.org/content/pnas/116/18/8919.full.pdf
361,142,Propithecus_verreauxi,78,infant_production,147,0.3271,0.3396,0.0435,2,Wild,3.2,BezaMahafaly_Madagascar,Continuous,Other,142,Propithecus_verreauxi,https://cpb-us-w2.wpmucdn.com/campuspress.yale.edu/dist/e/421/files/2015/06/Kubzdela-PhD-1997-1zqgyv5.pdf
362,142,Propithecus_verreauxi,78,infant_production,147,0.1118,0.1123,0.04,2,Wild,3.2,BezaMahafaly_Madagascar,Continuous,Agonism,142,Propithecus_verreauxi,https://cpb-us-w2.wpmucdn.com/campuspress.yale.edu/dist/e/421/files/2015/06/Kubzdela-PhD-1997-1zqgyv5.pdf
363,142,Propithecus_verreauxi,78,infant_survival,60,-0.0738,-0.0739,0.0588,2,Wild,3.2,BezaMahafaly_Madagascar,Continuous,Agonism,142,Propithecus_verreauxi,https://cpb-us-w2.wpmucdn.com/campuspress.yale.edu/dist/e/421/files/2015/06/Kubzdela-PhD-1997-1zqgyv5.pdf
364,143,Macaca_mulatta,20,survival,707,0.1077,0.1081,0.0014,40,Captive,23,CayoSantiago_PuertoRico,Categorical,Agonism,143,Macaca_mulatta,https://link.springer.com/content/pdf/10.1007%2Fs10764-010-9461-z.pdf
365,143,Macaca_mulatta,20,infant_survival,556,0.1568,0.1581,0.0018,40,Captive,23,CayoSantiago_PuertoRico,Categorical,Agonism,143,Macaca_mulatta,https://link.springer.com/content/pdf/10.1007%2Fs10764-010-9461-z.pdf
366,143,Macaca_mulatta,20,infant_production,754,0.0245,0.0245,0.0013,40,Captive,23,CayoSantiago_PuertoRico,Categorical,Agonism,143,Macaca_mulatta,https://link.springer.com/content/pdf/10.1007%2Fs10764-010-9461-z.pdf
367,144,Papio_ursinus,16,infant_production,17,-0.0417,-0.0417,0.0714,4,Wild,17,Mkuzi_SouthAfrica,Continuous,Agonism,144,Papio_ursinus,https://brill.com/view/journals/beh/133/5-6/article-p475_7.xml
368,144,Papio_ursinus,16,interbirth_interval,11,-0.0166,-0.0166,0.125,4,Wild,17,Mkuzi_SouthAfrica,Continuous,Agonism,144,Papio_ursinus,https://brill.com/view/journals/beh/133/5-6/article-p475_7.xml
369,144,Papio_ursinus,16,survival,17,0.5048,0.5557,0.0714,4,Wild,17,Mkuzi_SouthAfrica,Continuous,Agonism,144,Papio_ursinus,https://brill.com/view/journals/beh/133/5-6/article-p475_7.xml
370,145,Macaca_mulatta,20,infant_production,53,0.1761,0.178,0.0037,21,Captive,3.5,Madingley_UK,Categorical,Agonism,145,Macaca_mulatta,https://www.nature.com/articles/300440a0.pdf
371,146,Macaca_fuscata,1,infant_production,324,0.0741,0.0743,0.0031,30,Provisioned,81,Arashiyama_Japan,Categorical,Agonism,146,Macaca_fuscata,https://link.springer.com/content/pdf/10.1007%2FBF02382761.pdf
372,146,Macaca_fuscata,1,infant_survival,324,0.0603,0.0604,0.0031,30,Provisioned,81,Arashiyama_Japan,Categorical,Agonism,146,Macaca_fuscata,https://link.springer.com/content/pdf/10.1007%2FBF02382761.pdf
373,147,Macaca_mulatta,20,infant_survival,47,-0.0208,-0.0208,0.0015,28,Captive,22.5,Yerkes_USA,Categorical,Agonism,147,Macaca_mulatta,https://www.karger.com/Article/PDF/49920
374,147,Macaca_mulatta,20,interbirth_interval,47,0.1205,0.1211,0.021,28,Captive,22.5,Yerkes_USA,Categorical,Agonism,147,Macaca_mulatta,https://www.karger.com/Article/PDF/49920
375,148,Semnopithecus_schistaceus,79,infant_production,53,0.1109,0.1114,0.0128,6,Wild,6.9,Ramnagar_Nepal,Categorical,Agonism,148,Semnopithecus_schistaceus,https://onlinelibrary.wiley.com/doi/epdf/10.1111/1749-4877.12201
376,148,Semnopithecus_schistaceus,79,infant_production,41,0.2676,0.2743,0.05,6,Wild,6.9,Ramnagar_Nepal,Categorical,Agonism,148,Semnopithecus_schistaceus,https://onlinelibrary.wiley.com/doi/epdf/10.1111/1749-4877.12201
377,148,Semnopithecus_schistaceus,79,infant_survival,25,0.2224,0.2262,0.0455,6,Wild,6.9,Ramnagar_Nepal,Categorical,Agonism,148,Semnopithecus_schistaceus,https://onlinelibrary.wiley.com/doi/epdf/10.1111/1749-4877.12201
378,149,Mungos_mungo,62,infant_production,35,0.3456,0.3604,0.0311,4,Wild,11,QNP_Uganda,Continuous,Other,149,Mungos_mungo,https://royalsocietypublishing.org/doi/full/10.1098/rsbl.2015.0620?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
379,149,Mungos_mungo,62,infant_survival,35,0.3501,0.3656,0.0311,4,Wild,11,QNP_Uganda,Continuous,Other,149,Mungos_mungo,https://royalsocietypublishing.org/doi/full/10.1098/rsbl.2015.0620?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
380,150,Mesocricetus_auratus,18,infant_production,20,0.4365,0.4679,0.0575,1,Captive,2,SaoPaulo_Brazil,Categorical,Agonism,150,Mesocricetus_auratus,https://www.sciencedirect.com/science/article/pii/S0031938411003210?via%3Dihub
381,150,Mesocricetus_auratus,18,infant_production,14,-0.3572,-0.3737,0.0712,1,Captive,2,SaoPaulo_Brazil,Categorical,Agonism,150,Mesocricetus_auratus,https://www.sciencedirect.com/science/article/pii/S0031938411003210?via%3Dihub
382,150,Mesocricetus_auratus,18,infant_production,138,0.1573,0.1586,0.0073,1,Captive,2,SaoPaulo_Brazil,Categorical,Agonism,150,Mesocricetus_auratus,https://www.sciencedirect.com/science/article/pii/S0031938411003210?via%3Dihub
383,151,Macaca_mulatta,20,infant_production,104,0.2684,0.2752,0.0099,3,Wild,11.6,Nanwan_China,Categorical,Agonism,151,Macaca_mulatta,https://onlinelibrary.wiley.com/doi/full/10.1002/ajp.22881
384,151,Macaca_mulatta,20,infant_production,31,-0.0135,-0.0135,0.0357,3,Wild,3.4,Nanwan_China,Categorical,Agonism,151,Macaca_mulatta,https://onlinelibrary.wiley.com/doi/full/10.1002/ajp.22881
385,151,Macaca_mulatta,20,infant_survival,69,0.1111,0.1115,0.0152,3,Wild,11.6,Nanwan_China,Categorical,Agonism,151,Macaca_mulatta,https://onlinelibrary.wiley.com/doi/full/10.1002/ajp.22881
386,151,Macaca_mulatta,20,infant_survival,28,0.2267,0.2307,0.04,3,Wild,3.4,Nanwan_China,Categorical,Agonism,151,Macaca_mulatta,https://onlinelibrary.wiley.com/doi/full/10.1002/ajp.22881
387,152,Ceratotherium_simum,80,infant_production,36,0.0712,0.0713,0.0303,1,Captive,3.75,Zoos_USA,Categorical,Agonism,152,Ceratotherium_simum,https://www.sciencedirect.com/science/article/pii/S0016648011000608?via%3Dihub
388,153,Cebus_capucinus,50,infant_survival,75,0.1327,0.1335,0.0135,6,Wild,8,SantaRosa_CostaRica,Continuous,Agonism,153,Cebus_capucinus,https://www.pnas.org/content/114/8/1892.long
389,154,Canis_familiaris,81,infant_production,6,0.4554,0.4915,0.3333,2,Provisioned,6,Rom_Italy,Continuous,Agonism,154,Canis_familiaris,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0098594
390,155,Macaca_nigra,82,infant_survival,260,-0.0837,-0.0839,0.0039,4,Wild,19,Sulawesi_Indonesia,Continuous,Agonism,155,Macaca_nigra,https://academic.oup.com/beheco/article/25/5/1164/2633780
391,156,Equus_caballus,68,infant_production,56,-0.03,-0.03,0.0189,3,Wild,4,Kaimanawa_NewZealand,Continuous,Agonism,156,Equus_caballus,https://www.pnas.org/content/106/33/13850.long#xref-ref-23-1
392,156,Equus_caballus,68,infant_survival,56,0.06,0.0601,0.0189,3,Wild,4,Kaimanawa_NewZealand,Continuous,Agonism,156,Equus_caballus,https://www.pnas.org/content/106/33/13850.long#xref-ref-23-1
393,157,Odocoileus_virginianus,83,infant_production,229,0.171,0.1727,0.0044,3,Captive,17.5,MSU_USA,Continuous,Agonism,157,Odocoileus_virginianus,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0136034
394,158,Papio_cynocephalus,14,survival,204,0.013,0.013,0.005,11,Wild,14.1,Amboseli_Kenya,Continuous,Agonism,158,Papio_cynocephalus,http://www.kbs.msu.edu/wp-content/uploads/2018/05/Archie_etal_Social_Isolation_2014.pdf
395,159,Macaca_mulatta,20,survival,871,0.009,0.009,0.0012,7,Wild,55,CayoSantiago_PuertoRico,Continuous,Agonism,159,Macaca_mulatta,https://ore.exeter.ac.uk/repository/bitstream/handle/10871/40245/Deconstructing%20Sociality%20Resubmisson%20v4%20shortened%20v3%20no%20comments.pdf?sequence=2
