,EffectRef,StudyRef,Latin,SpeciesRef,MeasureType_Category,SampleSize,R_value,Fishers_Z_r,Variance,No_of_years,Populationtype,GroupSize,StudyPopulation,Rank_Cont_Cat,RankDetermined,LitterSize,LittersPerYear,CooperativeBreeding,PluralBreeding,AssociatedBreeding,DominanceSystem,Philopatry,DietCategory,EnvironmentalHarshness,PopulationDensity,AverageRelatedness,CoalitionFormation,maleinfanticide,sexratio_socialgroup,SexualDimorphism_Weight,BreedingSystem,SpeciesIncluded,MaximumLifespan,Reference_DominanceSucccess,Reference_DominanceSucccess_doi,Reference_DominanceSystem,Reference_DominanceSystem_doi,Reference_Relatedness,Reference_Relatedness_doi
346,346,128,Macaca_sylvanus,11,age_at_first_conception,24,0.4763,0.5182,0.0583,5,Captive,68,Salem_Germany,Categorical,Agonism,1.5,0.6,0,1,0,Nepotism,FemalePhilopatry,Frugivore,1.38443022,12.5,NA,No,1,0.426229508,1.12,2,Macaca_sylvanus,2.313192064,https://sci-hub.se/10.1159/000156140,10.1159/000156140,https://link.springer.com/article/10.1007%2FBF00299970,10.1007/BF00299970,NA,NA
347,347,129,Equus_quagga,75,infant_production,48,0.0891,0.0893,0.0105,8,Captive,3,BurgersZoo_Netherlands,Categorical,Agonism,1,0.6,0,1,0,Age,FemaleDispersal,Herbivore,NA,7,NA,No,NA,NA,NA,2,Equus_quagga,NA,https://www.sciencedirect.com/science/article/pii/016815918790253X,10.1016/0168-1591(87)90253-X,https://brill.com/view/journals/beh/128/3-4/article-p169_1.xml,10.1163/156853994X00253,NA,NA
348,348,129,Equus_quagga,75,infant_survival,42,0.3203,0.332,0.0256,8,Captive,3,BurgersZoo_Netherlands,Categorical,Agonism,1,0.6,0,1,0,Age,FemaleDispersal,Herbivore,NA,7,NA,No,NA,NA,NA,2,Equus_quagga,NA,https://www.sciencedirect.com/science/article/pii/016815918790253X,10.1016/0168-1591(87)90253-X,https://brill.com/view/journals/beh/128/3-4/article-p169_1.xml,10.1163/156853994X00253,NA,NA
349,349,130,Macaca_mulatta,20,infant_production,55,-0.0674,-0.0675,0.0192,10,Captive,55,CayoSantiago_PuertoRico,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,0.15,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://www.jstor.org/stable/pdf/2461972.pdf?refreqid=excelsior%3Ad5f199d0a45c7f5a3c1f5c98d914335c,10.1086/284792,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,https://sci-hub.st/10.1007/bf00293675,10.1007/bf00293675
350,350,131,Macaca_arctoides,25,infant_production,8,-0.3573,-0.3738,0.2,20,Captive,8,California_USA,Continuous,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,-0.6898891,NA,NA,Yes,0,0.318181818,1.45208434,2,Macaca_arctoides,2.243534102,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ajp.1350320207,10.1002/ajp.1350320207,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,NA,NA
351,351,132,Papio_cynocephalus,14,infant_production,61,0.0752,0.0753,0.0033,10,Wild,25,Mikumi_Tanzania,Categorical,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,5.9,0.04,Yes,1,0.25,2.06,2,Papio_cynocephalus,1.653212514,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ajp.1350270404,10.1002/ajp.1350270404,https://www.nature.com/articles/373060a0.pdf,10.1038/373060a0,https://sci-hub.st/10.1002/ajp.1350160202,10.1002/ajp.1350160202
352,352,133,Canis_latrans,76,infant_production,23,0.8083,1.1222,0.1326,3,Wild,2,Yellowstone_USA,Categorical,Agonism,5.9,1,1,0,0,Age,FemaleDispersal,Carnivore,2.37689524,0.3,NA,No,0,0.5,1.040810774,1,Canis_latrans,2.42018687,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1489&context=icwdm_usdanwrc,NA,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1218&context=icwdm_usdanwrc,NA,NA,NA
353,353,133,Canis_latrans,76,infant_survival,8,0.3782,0.398,0.1193,3,Wild,2,Yellowstone_USA,Categorical,Agonism,5.9,1,1,0,0,Age,FemaleDispersal,Carnivore,2.37689524,0.3,NA,No,0,0.5,1.040810774,1,Canis_latrans,2.42018687,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1489&context=icwdm_usdanwrc,NA,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1218&context=icwdm_usdanwrc,NA,NA,NA
354,354,135,Macaca_mulatta,20,survival,256,0.445,0.4784,0.0042,21,Captive,23,CayoSantiago_PuertoRico,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,0.15,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2017.0515,10.1098/rspb.2017.0515,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,https://sci-hub.st/10.1007/bf00293675,10.1007/bf00293675
355,355,136,Suricata_suricatta,46,survival,217,0.1723,0.174,0.0047,22,Wild,4,KMP_SouthAfrica,Categorical,Agonism,3.8,4,1,0,0,Condition,FemalePhilopatry,Omnivore,1.47333792,NA,0.42,No,0,0.5,1.061836547,1,Suricata_suricatta,2.300160537,https://www.sciencedirect.com/science/article/pii/S0960982218309205,10.1016/j.cub.2018.07.021,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.0014-3820.2004.tb01739.x,10.1111/j.0014-3820.2004.tb01739.x,https://academic.oup.com/beheco/article/14/4/472/211616,10.1093/beheco/arg040
356,356,137,Fukomys_mechowi,77,survival,40,0.6924,0.7403,0.0321,20,Captive,2,Essen_Germany,Categorical,Other,2.9,2.6,1,0,0,Condition,FemalePhilopatry,Herbivore,NA,NA,0.5,No,NA,NA,NA,1,Fukomys_mechowi,NA,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0018757,10.1371/journal.pone.0018757,https://zslpublications.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1469-7998.1998.tb00006.x?casa_token=RSJ5R3tE09IAAAAA:v70BnsaRcdIV3zmORFpuRgqE3aQUThVySnl-pyTr2DqLFzu9hEp-uH75zPRamb5Pt9hpYyU0iLPZFv27,10.1111/j.1469-7998.1998.tb00006.x,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0018757,10.1371/journal.pone.0018757
357,357,138,Papio_ursinus,16,survival,44,0.3181,0.3295,0.0244,15,Wild,27,Moremi_Botswana,Continuous,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,2.8,0.07,No,1,0.2,1.97,2,Papio_ursinus,NA,https://www.sciencedirect.com/science/article/pii/S0960982210007219,10.1016/j.cub.2010.05.067,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,https://www.sas.upenn.edu/~seyfarth/Publications/Silk%20et%20al.%201999.pdf,10.1163/156853999501522
358,358,139,Papio_cynocephalus,14,survival,204,0.0126,0.0126,0.005,16,Wild,25,Amboseli_Kenya,Continuous,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,5.9,0.08,Yes,1,0.25,2.06,2,Papio_cynocephalus,1.653212514,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2014.1261,10.1098/rspb.2014.1261,https://www.nature.com/articles/373060a0.pdf,10.1038/373060a0,http://www.princeton.edu/~baboon/publications/VanHorn_etal_BehavEcolSociobiol2007.pdf,10.1007/s00265-007-0415-1
359,359,140,Crocuta_crocuta,8,infant_survival,164,0.3037,0.3136,0.0065,19,Wild,27,MasaiMara_Kenya,Continuous,Agonism,1.4,1,0,1,0,Nepotism,FemalePhilopatry,Carnivore,0.07915992,0.1,0.1,Yes,0,0.504424779,0.74139999,2,Crocuta_crocuta,2.692935003,https://royalsocietypublishing.org/doi/10.1098/rspb.2009.0268,10.1098/rspb.2009.0268,https://link.springer.com/article/10.1023%2FA%3A1027352517231,10.1023/A:1027352517231,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-294X.2003.02071.x,10.1046/j.1365-294X.2003.02071.x
360,360,141,Crocuta_crocuta,8,lifetime_reproductive_success,96,0.48,0.523,0.0103,30,Wild,19,MasaiMara_Kenya,Continuous,Agonism,1.4,1,0,1,0,Nepotism,FemalePhilopatry,Carnivore,0.07915992,0.1,0.1,Yes,0,0.504424779,0.74139999,2,Crocuta_crocuta,2.692935003,https://www.pnas.org/content/pnas/116/18/8919.full.pdf,10.1073/pnas.1810384116,https://link.springer.com/article/10.1023%2FA%3A1027352517231,10.1023/A:1027352517231,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-294X.2003.02071.x,10.1046/j.1365-294X.2003.02071.x
361,361,142,Propithecus_verreauxi,78,infant_production,147,0.3271,0.3396,0.0435,2,Wild,3.2,BezaMahafaly_Madagascar,Continuous,Other,1.1,1,0,1,0,Age,FemalePhilopatry,Omnivore,NA,150,0.19,No,1,0.333333333,0.991967914,2,Propithecus_verreauxi,2.509202522,https://cpb-us-w2.wpmucdn.com/campuspress.yale.edu/dist/e/421/files/2015/06/Kubzdela-PhD-1997-1zqgyv5.pdf,NA,https://cpb-us-w2.wpmucdn.com/campuspress.yale.edu/dist/e/421/files/2015/06/Kubzdela-PhD-1997-1zqgyv5.pdf,NA,"Lawler, R. R., Richard, A. F., & Riley, M. A. (2003). Genetic population structure of the white sifaka (Propithecus verreauxi verreauxi) at Beza Mahafaly Special Reserve, southwest Madagascar (1992–2001). Molecular Ecology, 12(9), 2307-2317.",10.1046/j.1365-294X.2003.01909.x
362,362,142,Propithecus_verreauxi,78,infant_production,147,0.1118,0.1123,0.04,2,Wild,3.2,BezaMahafaly_Madagascar,Continuous,Agonism,1.1,1,0,1,0,Age,FemalePhilopatry,Omnivore,NA,150,0.19,No,1,0.333333333,0.991967914,2,Propithecus_verreauxi,2.509202522,https://cpb-us-w2.wpmucdn.com/campuspress.yale.edu/dist/e/421/files/2015/06/Kubzdela-PhD-1997-1zqgyv5.pdf,NA,https://cpb-us-w2.wpmucdn.com/campuspress.yale.edu/dist/e/421/files/2015/06/Kubzdela-PhD-1997-1zqgyv5.pdf,NA,"Lawler, R. R., Richard, A. F., & Riley, M. A. (2003). Genetic population structure of the white sifaka (Propithecus verreauxi verreauxi) at Beza Mahafaly Special Reserve, southwest Madagascar (1992–2001). Molecular Ecology, 12(9), 2307-2317.",10.1046/j.1365-294X.2003.01909.x
363,363,142,Propithecus_verreauxi,78,infant_survival,60,-0.0738,-0.0739,0.0588,2,Wild,3.2,BezaMahafaly_Madagascar,Continuous,Agonism,1.1,1,0,1,0,Age,FemalePhilopatry,Omnivore,NA,150,0.19,No,1,0.333333333,0.991967914,2,Propithecus_verreauxi,2.509202522,https://cpb-us-w2.wpmucdn.com/campuspress.yale.edu/dist/e/421/files/2015/06/Kubzdela-PhD-1997-1zqgyv5.pdf,NA,https://cpb-us-w2.wpmucdn.com/campuspress.yale.edu/dist/e/421/files/2015/06/Kubzdela-PhD-1997-1zqgyv5.pdf,NA,"Lawler, R. R., Richard, A. F., & Riley, M. A. (2003). Genetic population structure of the white sifaka (Propithecus verreauxi verreauxi) at Beza Mahafaly Special Reserve, southwest Madagascar (1992–2001). Molecular Ecology, 12(9), 2307-2317.",10.1046/j.1365-294X.2003.01909.x
364,364,143,Macaca_mulatta,20,survival,707,0.1077,0.1081,0.0014,40,Captive,23,CayoSantiago_PuertoRico,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,0.15,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://link.springer.com/content/pdf/10.1007%2Fs10764-010-9461-z.pdf,10.1007/s10764-010-9461-z,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,https://sci-hub.st/10.1007/bf00293675,10.1007/bf00293675
365,365,143,Macaca_mulatta,20,infant_survival,556,0.1568,0.1581,0.0018,40,Captive,23,CayoSantiago_PuertoRico,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,0.15,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://link.springer.com/content/pdf/10.1007%2Fs10764-010-9461-z.pdf,10.1007/s10764-010-9461-z,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,https://sci-hub.st/10.1007/bf00293675,10.1007/bf00293675
366,366,143,Macaca_mulatta,20,infant_production,754,0.0245,0.0245,0.0013,40,Captive,23,CayoSantiago_PuertoRico,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,0.15,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://link.springer.com/content/pdf/10.1007%2Fs10764-010-9461-z.pdf,10.1007/s10764-010-9461-z,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,https://sci-hub.st/10.1007/bf00293675,10.1007/bf00293675
367,367,144,Papio_ursinus,16,infant_production,17,-0.0417,-0.0417,0.0714,4,Wild,17,Mkuzi_SouthAfrica,Continuous,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,2.8,NA,No,1,0.2,1.97,2,Papio_ursinus,NA,https://brill.com/view/journals/beh/133/5-6/article-p475_7.xml,10.1163/156853996X00549,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,NA,NA
368,368,144,Papio_ursinus,16,interbirth_interval,11,-0.0166,-0.0166,0.125,4,Wild,17,Mkuzi_SouthAfrica,Continuous,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,2.8,NA,No,1,0.2,1.97,2,Papio_ursinus,NA,https://brill.com/view/journals/beh/133/5-6/article-p475_7.xml,10.1163/156853996X00549,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,NA,NA
369,369,144,Papio_ursinus,16,survival,17,0.5048,0.5557,0.0714,4,Wild,17,Mkuzi_SouthAfrica,Continuous,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,2.8,NA,No,1,0.2,1.97,2,Papio_ursinus,NA,https://brill.com/view/journals/beh/133/5-6/article-p475_7.xml,10.1163/156853996X00549,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,NA,NA
370,370,145,Macaca_mulatta,20,infant_production,53,0.1761,0.178,0.0037,21,Captive,3.5,Madingley_UK,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,NA,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://www.nature.com/articles/300440a0.pdf,10.1038/300440a0,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,NA,NA
371,371,146,Macaca_fuscata,1,infant_production,324,0.0741,0.0743,0.0031,30,Provisioned,81,Arashiyama_Japan,Categorical,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,0.03,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://link.springer.com/content/pdf/10.1007%2FBF02382761.pdf,10.1007/BF02382761,https://link.springer.com/article/10.1023/A:1024676705433,NA,https://www.researchgate.net/profile/Nicola_Koyama/publication/226746348_Matrilineal_Cohesion_and_Social_Networks_in_Macaca_fuscata/links/0c96052aad42a63391000000.pdf,NA
372,372,146,Macaca_fuscata,1,infant_survival,324,0.0603,0.0604,0.0031,30,Provisioned,81,Arashiyama_Japan,Categorical,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,0.03,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://link.springer.com/content/pdf/10.1007%2FBF02382761.pdf,10.1007/BF02382761,https://link.springer.com/article/10.1023/A:1024676705433,10.1007/BF02547586,https://www.researchgate.net/profile/Nicola_Koyama/publication/226746348_Matrilineal_Cohesion_and_Social_Networks_in_Macaca_fuscata/links/0c96052aad42a63391000000.pdf,NA
373,373,147,Macaca_mulatta,20,infant_survival,47,-0.0208,-0.0208,0.0015,28,Captive,22.5,Yerkes_USA,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,0.04,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://www.karger.com/Article/PDF/49920,10.1159/000049920,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,https://sci-hub.st/10.1016/s0003-3472(86)80057-4,10.1016/s0003-3472(86)80057-4
374,374,147,Macaca_mulatta,20,interbirth_interval,47,0.1205,0.1211,0.021,28,Captive,22.5,Yerkes_USA,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,0.04,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://www.karger.com/Article/PDF/49920,10.1159/000049920,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,https://sci-hub.st/10.1016/s0003-3472(86)80057-4,10.1016/s0003-3472(86)80057-4
375,375,148,Semnopithecus_schistaceus,79,infant_production,53,0.1109,0.1114,0.0128,6,Wild,6.9,Ramnagar_Nepal,Categorical,Agonism,1,0.5,0,1,0,Age,NA,Herbivore,NA,NA,NA,No,NA,NA,NA,2,Semnopithecus_schistaceus,NA,https://onlinelibrary.wiley.com/doi/epdf/10.1111/1749-4877.12201,10.1111/1749-4877.12201,https://onlinelibrary.wiley.com/doi/10.1111/1749-4877.12201,10.1111/1749-4877.12201,NA,NA
376,376,148,Semnopithecus_schistaceus,79,infant_production,41,0.2676,0.2743,0.05,6,Wild,6.9,Ramnagar_Nepal,Categorical,Agonism,1,0.5,0,1,0,Age,NA,Herbivore,NA,NA,NA,No,NA,NA,NA,2,Semnopithecus_schistaceus,NA,https://onlinelibrary.wiley.com/doi/epdf/10.1111/1749-4877.12201,10.1111/1749-4877.12201,https://onlinelibrary.wiley.com/doi/10.1111/1749-4877.12201,10.1111/1749-4877.12201,NA,NA
